year,sex,position_title,position_type,service_end_date,days_employed,pay_total,annual_rate,location,contract,bargaining_group_num,bargaining_group_title
2018,male,Library Assistant III,Full Time Employee,12/22/18 0:00,365,46146.71,47251.36,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Program Coordinator,Full Time Employee,12/22/18 0:00,365,46184.25,46371.394,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Storekeeper II,Full Time Employee,12/22/18 0:00,365,46199.51,38624.04,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,46226.08,47143.98,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Library Assistant II,Full Time Employee,12/22/18 0:00,365,46233.42,46912.58,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,female,Admin Asst II,Full Time Employee,12/22/18 0:00,365,46240.3,46107.1,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,male,Research Associate I,Full Time Employee,12/22/18 0:00,365,46254.54,46712.516,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,"Housing Ops Asst,U of M",Full Time Employee,12/22/18 0:00,365,46261.34,44829.46,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Clerk III,Full Time Employee,12/22/18 0:00,365,46267.3,46906.6,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Res Life Administrative Spec,Full Time Employee,12/22/18 0:00,365,46293.48,54500.16,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Administrative Assistant I,Full Time Employee,12/22/18 0:00,365,46298.09,47010.86,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,male,"Analyst, Data",Full Time Employee,12/22/18 0:00,365,46298.24,60000.018,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Early Childhood Teacher,Full Time Employee,12/22/18 0:00,365,46305.66,46305.74,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,QC Manager I,Full Time Employee,7/7/18 0:00,197,46331.63,92663.309,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,PPR Specialist,Full Time Employee,12/22/18 0:00,365,46332.08,46800,U Mass Worcester,NAGE Admin and Professional (W50),W50,NAGE Admin and Professional
2018,female,PPR Specialist,Full Time Employee,12/22/18 0:00,365,46332.1,46800,U Mass Worcester,NAGE Admin and Professional (W50),W50,NAGE Admin and Professional
2018,male,Motor Equipment Mechanic II,Full Time Employee,12/22/18 0:00,365,46338.2,42229.72,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Administrative Assistant I,Full Time Employee,12/22/18 0:00,365,46355.47,46509.84,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,male,Receiving Teller I,Full Time Employee,12/22/18 0:00,365,46365.86,42628.04,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,"Engineer, Pc Svs",Full Time Employee,10/27/18 0:00,309,46395.2,63135.095,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,46432.54,47143.98,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Parking Meter Serv Attndnt U M,Full Time Employee,12/22/18 0:00,365,46459.8,46906.6,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Motor Equipment Mechanic II,Full Time Employee,12/22/18 0:00,365,46476,47251.36,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Laboratory Technician I,Full Time Employee,12/22/18 0:00,365,46480.49,47097.7,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,female,Associate Teaching Professor,Full Time Employee,12/22/18 0:00,365,46482.08,86455.873,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,female,"Counselor, Mental Health I",Full Time Employee,12/22/18 0:00,365,46498.75,32697.6,U Mass Worcester,SHARE (W28),W28,SHARE
2018,male,Communications Dispatcher II,Full Time Employee,12/22/18 0:00,365,46509.46,44669.56,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Assoc Healthcare Analyst,Full Time Employee,12/22/18 0:00,365,46516.72,45462.302,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,46521.27,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,46539.42,55031.6,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,46545.53,41568.02,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Administrative Assistant I,Full Time Employee,7/21/18 0:00,211,46548.46,59915.7,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,female,Resident Pgy - 3,Full Time Employee,12/22/18 0:00,365,46587.04,67007.98,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Mail Clerk II,Full Time Employee,12/22/18 0:00,365,46591.41,37672.18,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Culinary Worker II,Full Time Employee,12/22/18 0:00,365,46591.59,43427.28,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Maintainer I,Full Time Employee,12/22/18 0:00,365,46605.06,45034.6,U Mass Dartmouth,AFT Massachusetts Maintainers (D83),D83,AFT Massachusetts Maintainers
2018,male,Maintainer II,Full Time Employee,12/22/18 0:00,365,46615.16,36604.949,U Mass Lowell,MTA/NEA Maintenance/Trades (L93),L93,MTA/NEA Maintenance/Trades
2018,male,Assistant Athletic Coach,Full Time Employee,12/22/18 0:00,365,46615.43,51000.04,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,46622.78,45971.64,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Web Designer,Full Time Employee,12/22/18 0:00,365,46644.27,64260.082,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Resident Pgy - 7,Full Time Employee,7/21/18 0:00,211,46653.23,73865.48,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Skilled Laborer I,Full Time Employee,12/22/18 0:00,365,46664.89,36350.08,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Assistant Athletic Trainer,Full Time Employee,12/22/18 0:00,365,46665.84,46665.84,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,46739.34,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Cook II,Full Time Employee,12/22/18 0:00,365,46750.58,42431.22,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Research Associate,Full Time Employee,12/22/18 0:00,365,46795.7,47276.999,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,female,Operations Coord - Trans&Park,Full Time Employee,12/22/18 0:00,365,46799.85,46841.526,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,46819.28,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Project Coordinator,Full Time Employee,12/22/18 0:00,365,46853.26,49368,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,46870.55,47143.98,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,EH&S Technician,Full Time Employee,12/22/18 0:00,365,46884.6,47564.469,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Financial Assistant IV,Full Time Employee,12/22/18 0:00,365,46891,46890.995,U Mass Worcester,SHARE (W28),W28,SHARE
2018,female,HR Records Clerk,Full Time Employee,12/22/18 0:00,365,46895.29,46363.2,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,male,"Accountant, Staff  I FS/CHCF",Full Time Employee,12/22/18 0:00,365,46923.14,50000.002,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Maintenance Technician II,Full Time Employee,12/22/18 0:00,365,46936.25,45943.56,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Project Coordinator,Full Time Employee,12/22/18 0:00,365,46968.32,47433.217,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,46975.51,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Library Assistant III,Full Time Employee,12/22/18 0:00,365,47041.38,47251.36,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Maintenance Technician II,Full Time Employee,12/22/18 0:00,365,47043.82,47251.36,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,47058.88,141318.133,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,"Housekeeper, Lead",Full Time Employee,12/22/18 0:00,365,47074.42,47132.8,U Mass Worcester,AFSCME Trades and Building Svc (W20),W20,AFSCME Trades and Building Svc
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,47075.03,48344.66,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Benefit C&R Coordinator,Full Time Employee,12/22/18 0:00,365,47076.95,51000.001,U Mass Worcester,NAGE Admin and Professional (W50),W50,NAGE Admin and Professional
2018,female,"Sr Assoc Director, Admissions",Full Time Employee,9/1/18 0:00,253,47082.66,68999.84,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Freight Handler,Full Time Employee,12/22/18 0:00,365,47100,47132.8,U Mass Worcester,AFSCME Trades and Building Svc (W20),W20,AFSCME Trades and Building Svc
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,47104.41,47143.98,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Clinical Instructor U of M,Full Time Employee,12/8/18 0:00,351,47119.07,73380.32,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,"Coord, Admin Educ Prog",Full Time Employee,12/22/18 0:00,365,47131.33,47040.006,U Mass Worcester,SHARE (W28),W28,SHARE
2018,female,Research Coordinator Ii,Full Time Employee,12/22/18 0:00,365,47132.02,47482.999,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Lecturer,Full Time Employee,12/22/18 0:00,365,47136.62,54295.475,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Maintenance Technician II,Full Time Employee,12/22/18 0:00,365,47142.39,47251.36,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47174.75,43778.28,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,"Sr Asst Dir, Financial Oper",Full Time Employee,6/23/18 0:00,183,47200.18,118000.22,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,47211.46,48344.66,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Clerk V,Full Time Employee,12/22/18 0:00,365,47246.64,48394.06,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Research Coordinator Ii,Full Time Employee,12/22/18 0:00,365,47249.08,47716.906,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,47253.89,48344.66,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47284.92,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,"Coord, Operations",Full Time Employee,12/22/18 0:00,365,47286.29,47754.381,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47319.33,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,"Assistant Director, Admissions",Full Time Employee,12/22/18 0:00,365,47320.51,47320.52,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Marketing Specialist,Full Time Employee,12/22/18 0:00,365,47321.1,46904,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Maintainer I,Full Time Employee,12/22/18 0:00,365,47323.89,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47335.45,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47343.25,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Technical Assistant III (Educ),Full Time Employee,12/22/18 0:00,365,47351.89,48394.06,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Toll Booth Attendant I,Full Time Employee,12/22/18 0:00,365,47354.44,47127.34,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,female,Administrative Assistant I,Full Time Employee,12/22/18 0:00,365,47383.98,47878.74,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,male,Research Specialist,Full Time Employee,12/22/18 0:00,365,47389.42,47858.65,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Maintainer I,Full Time Employee,12/22/18 0:00,365,47397.16,43778.28,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Project Assistant II,Full Time Employee,12/22/18 0:00,365,47411.65,47292.18,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,female,Maintainer I,Full Time Employee,12/22/18 0:00,365,47420.07,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Lab Analyst I NENSP,Full Time Employee,12/22/18 0:00,365,47423.88,44171.712,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,female,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,47427.51,47484,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Maintenance Technician II,Full Time Employee,12/22/18 0:00,365,47434.88,57707.78,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Maintenance Technician II,Full Time Employee,12/22/18 0:00,365,47439.58,45943.56,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,47460.87,48344.66,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47474.84,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,47483.8,47484.008,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,47484.24,47484.06,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Clerk IV,Full Time Employee,12/22/18 0:00,365,47498.82,48344.66,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Maintainer I,Full Time Employee,12/22/18 0:00,365,47503.18,48344.66,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Residence Director,Full Time Employee,5/12/18 0:00,141,47533.03,51587.38,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Technical Assistant III (Educ),Full Time Employee,12/22/18 0:00,365,47535.46,48394.06,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Research Associate I,Full Time Employee,12/22/18 0:00,365,47567.26,48038.246,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Admin Asst II,Full Time Employee,12/22/18 0:00,365,47587.77,48175.205,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,female,Sr HR Associate - Service Ctr,Full Time Employee,12/22/18 0:00,365,47588.3,48748.878,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Administrative Assistant I,Full Time Employee,12/22/18 0:00,365,47596.46,48394.32,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,female,Maintainer I,Full Time Employee,12/22/18 0:00,365,47635.91,44654.22,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Study Abroad Coordinator,Full Time Employee,12/22/18 0:00,365,47671.94,47671.78,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,47718.21,47844.004,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,47733.97,48344.66,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Maintainer I,Full Time Employee,12/22/18 0:00,365,47734.34,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,ESL Instructor,Full Time Employee,12/22/18 0:00,365,47740.67,47740.51,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,Research Coordinator Ii,Full Time Employee,12/22/18 0:00,365,47749.75,48222.607,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Academic Advisor,Full Time Employee,12/22/18 0:00,365,47767.59,48992.013,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,Instructor U of M,Full Time Employee,12/22/18 0:00,365,47769.12,77379.9,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Sports Information Assistant,Full Time Employee,12/22/18 0:00,365,47775.52,47775.45,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Resident Pgy - 6,Full Time Employee,12/22/18 0:00,365,47787.12,71688.76,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,Manager II,Full Time Employee,12/22/18 0:00,365,47787.54,90583.48,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Project Coordinator,Full Time Employee,12/22/18 0:00,365,47788.6,48261.787,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Sales Clerk III,Full Time Employee,12/22/18 0:00,365,47833.04,47561.28,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Technical Assistant I,Full Time Employee,12/22/18 0:00,365,47839.46,47839.264,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47860.48,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47862.41,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Maintenance Equipment Opr II,Full Time Employee,12/22/18 0:00,365,47871.51,44669.56,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,"Technician, Equip Inventory",Full Time Employee,12/22/18 0:00,365,47877.7,44685.276,U Mass Worcester,SHARE (W28),W28,SHARE
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47897.9,36622.04,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,47914.84,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Fitness Cnter Asst/Stren&Cond,Full Time Employee,12/22/18 0:00,365,47916.16,47874.06,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,female,Disability Assistant,Full Time Employee,12/22/18 0:00,365,47945.73,40560,U Mass Worcester,SHARE (W28),W28,SHARE
2018,female,Education Program Specialist,Full Time Employee,12/22/18 0:00,365,47950.39,48330.699,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,"Asst Dir, Disabilities Serv",Full Time Employee,12/22/18 0:00,365,47953.37,47953.36,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Coordinator,Full Time Employee,12/22/18 0:00,365,47970.21,47539.807,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,female,University Police Officer,Full Time Employee,12/22/18 0:00,365,47973.28,64542.66,U Mass Dartmouth,IBPO Police Local 399 (D84),D84,IBPO Police Local 399
2018,female,Admin Asst II,Full Time Employee,12/22/18 0:00,365,47975.04,47923.2,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,female,Academic Advisor,Full Time Employee,12/22/18 0:00,365,47984.67,47984.726,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,Academic Advisor,Full Time Employee,12/22/18 0:00,365,47985.05,47984.891,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,Admin Asst II,Full Time Employee,12/22/18 0:00,365,48006.3,51892,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,female,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,48018.96,48216.012,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,48026.29,40174.42,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Career Specialist,Full Time Employee,12/22/18 0:00,365,48054.17,49042.94,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,female,"Assistant Director, Admissions",Full Time Employee,12/22/18 0:00,365,48075.98,48075.82,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Head Football Coach,Full Time Employee,12/22/18 0:00,365,48076.93,400000.12,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,female,Communications Dispatcher II,Full Time Employee,12/22/18 0:00,365,48085.79,43430.4,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Business Services Rep,Full Time Employee,12/22/18 0:00,365,48096.01,49085.71,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,male,"Technician, Animal Care II",Full Time Employee,12/22/18 0:00,365,48101.13,45000.02,U Mass Worcester,SHARE (W28),W28,SHARE
2018,female,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,48109.36,48216.012,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Inst. Security Officer II,Full Time Employee,12/22/18 0:00,365,48183.43,47131.5,U Mass Dartmouth,AFT Massachusetts Maintainers (D83),D83,AFT Massachusetts Maintainers
2018,female,Post Doctoral Research Fellow,Full Time Employee,12/22/18 0:00,365,48187.36,48187.1,U Mass Boston,Boston Post Docs (B63),B63,Boston Post Docs
2018,male,PPR Supervisor,Full Time Employee,12/22/18 0:00,365,48192.75,68000.005,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Technical Specialist I,Full Time Employee,12/22/18 0:00,365,48195.45,47251.36,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,48215.96,48216.038,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,48224.43,48804.002,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,Admin Asst II,Full Time Employee,12/22/18 0:00,365,48235.22,48235.2,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,male,Resident Pgy - 4,Full Time Employee,12/22/18 0:00,365,48247.95,69599.66,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Technical Assistant III (Educ),Full Time Employee,12/22/18 0:00,365,48255.34,48394.06,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,48266.29,45546.54,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Skilled Laborer,Full Time Employee,12/22/18 0:00,365,48286.98,40744.626,U Mass Lowell,MTA/NEA Maintenance/Trades (L93),L93,MTA/NEA Maintenance/Trades
2018,male,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,48287.75,48434.022,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Producer/Host,Full Time Employee,12/22/18 0:00,365,48297.15,48147.06,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,"Dir, Labor Rel Res Ctr",Full Time Employee,12/22/18 0:00,365,48384.6,114999.82,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Director/Stage Manager,Full Time Employee,12/22/18 0:00,365,48393.3,48393.28,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Grants & Contracts Coord II,Full Time Employee,12/22/18 0:00,365,48399.83,52038.22,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,"Coord,Clinical Research I",Full Time Employee,12/22/18 0:00,365,48419.32,48898.846,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Project Coordinator,Full Time Employee,12/22/18 0:00,365,48419.72,48899.008,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Admin Asst I,Full Time Employee,12/22/18 0:00,365,48441.58,48441.504,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,male,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,48461.65,48960.002,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,Post Doc Assoc,Full Time Employee,12/22/18 0:00,365,48484.32,47484.06,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
